sensitivity_id,split_seed,target,configuration_id,pipeline_key,candidate_kind,selector,selector_parameter,branch,branch_kind,engineering_status,model_family,grid_id,parameters,score_source,training_patients,selected_group_count,selected_groups,selected_column_count,selected_column_names,fit_seconds
S03_COHORT_1043,12,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,catboost,5,"{""auto_class_weights"": ""Balanced"", ""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,230,12,GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,15,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.2530988750004326
S03_COHORT_1043,13,direct,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,constructed,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,731,28,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | INT_GAIT_X_POSTURAL_STABILITY | MCATOT | NHY_COMBINED_MAX | NO_ELIGIBLE_LONGITUDINAL_HISTORY | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,50,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | NO_ELIGIBLE_LONGITUDINAL_HISTORY | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_Missing | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown | INT_GAIT_X_POSTURAL_STABILITY,0.26515329199901316
S03_COHORT_1043,13,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,731,14,Age | BMI | DOPTHERST | DXBRADY | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NO_ELIGIBLE_LONGITUDINAL_HISTORY | NP1CNST | NP1SLPD | NP3GAIT_COMBINED_MAX | Years_since_PD_diagnosis,21,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | GDS_TOTAL | NQ_GAUSSIAN_REVISION | BMI | NP1SLPD | NP3GAIT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | NO_ELIGIBLE_LONGITUDINAL_HISTORY | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes,0.24856854199970257
S03_COHORT_1043,13,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,extra_trees,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,230,13,GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,16,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.3130546669999603
S03_COHORT_1043,14,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,catboost,5,"{""auto_class_weights"": ""Balanced"", ""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,731,19,ANYFAMPD | Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.5320890420007345
S03_COHORT_1043,14,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,extra_trees,6,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 1, ""n_estimators"": 300}",predict_proba,731,19,ANYFAMPD | Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.3567751659975329
S03_COHORT_1043,14,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,xgboost,0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""sample_weight"": ""none"", ""subsample"": 0.8}",predict_proba,230,14,ANYFAMPD | DOMSIDE | DOPTHERST | FEATPOSHYP | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.18591649999871152
S03_COHORT_1043,15,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,731,11,ANYFAMPD | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | Years_since_PD_diagnosis,16,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.3217874580004718
S03_COHORT_1043,15,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,logistic,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",predict_proba,731,16,Age | BMI | DOPTHERST | DXBRADY | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NO_ELIGIBLE_LONGITUDINAL_HISTORY | NP1CNST | NP1RTOT | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | Years_since_PD_diagnosis,23,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | NO_ELIGIBLE_LONGITUDINAL_HISTORY | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes,0.09805491699808044
S03_COHORT_1043,15,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,logistic,3,"{""C"": 1.0, ""class_weight"": ""balanced""}",predict_proba,230,14,ANYFAMPD | DOMSIDE | DXBRADY | FEATPOSHYP | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.28159633399991435
S03_COHORT_1043,16,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,731,17,Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,22,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes,0.4732287080005335
S03_COHORT_1043,16,stage_1,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,none,all,PCA_PART_I_PATIENT_3_80,pca,constructed,rbf_svc,7,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale""}",predict_proba,731,28,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NO_ELIGIBLE_LONGITUDINAL_HISTORY | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | PCA_PART_I_PATIENT_3_80 | SCAU14 | SCAU16 | Years_since_PD_diagnosis,47,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | NO_ELIGIBLE_LONGITUDINAL_HISTORY | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_Missing | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown | PCA_PART_I_PATIENT_3_80_PC1 | PCA_PART_I_PATIENT_3_80_PC2,0.13109562499812455
S03_COHORT_1043,16,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,logistic,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",predict_proba,230,6,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | Years_since_PD_diagnosis,9,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.07222383299813373
S03_COHORT_1043,17,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,catboost,3,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.08}",predict_proba,731,19,ANYFAMPD | Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.40576358399994206
S03_COHORT_1043,17,stage_1,SEL_01,raw__none__all,selector_configuration,none,all,,raw,not_applicable,logistic,3,"{""C"": 1.0, ""class_weight"": ""balanced""}",predict_proba,731,27,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NO_ELIGIBLE_LONGITUDINAL_HISTORY | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,49,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | NO_ELIGIBLE_LONGITUDINAL_HISTORY | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_Missing | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.07545391700114124
S03_COHORT_1043,17,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,random_forest,3,"{""class_weight"": null, ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,230,10,ANYFAMPD | DOMSIDE | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,18,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.40839416699964204
S03_COHORT_1043,18,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,catboost,9,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 600, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,731,14,ANYFAMPD | DOPTHERST | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,21,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.3433161659995676
S03_COHORT_1043,18,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,extra_trees,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,731,13,ANYFAMPD | DOPTHERST | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | Years_since_PD_diagnosis,20,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.2875414170011936
S03_COHORT_1043,18,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,230,14,ANYFAMPD | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,28,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.26457979200131376
S03_COHORT_1043,19,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,linear_svc,3,"{""C"": 1.0, ""class_weight"": ""balanced""}",normalized_decision_score,731,19,ANYFAMPD | Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.3217210000002524
S03_COHORT_1043,19,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,logistic,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",predict_proba,731,10,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | Years_since_PD_diagnosis,13,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.1311819580005249
S03_COHORT_1043,19,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,linear_svc,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",normalized_decision_score,230,6,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,9,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.04985304200090468
